"","Species","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Class","Order","Family","Genus","Body_length_mm","Body_mass_g","Maturity_d","Max_longevity_d","Litter_clutch_size","Adult_svl_cm","Longevity_d","Generation_length_d"
"601","Meriones crassus","Omnivore","Nocturnal","1","FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Muridae","Meriones",NA,69.94,72.2275,2045.4,4.105,15,2045.4,671.0762
"602","Meriones dahli","Omnivore","Nocturnal","2","FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Muridae","Meriones",NA,77.00194402,NA,NA,NA,NA,NA,608.1480167
"603","Meriones libycus","Herbivore","Other","5","TRUE","0","0","1","0","1","0","0","1","0","0","1","0","0","Mammalia","Rodentia","Muridae","Meriones",NA,91.33,92.054,1898.65,4.755,NA,1891.69062512175,649.48035
"604","Meriones meridianus","Herbivore","Nocturnal","3","FALSE","0","0","1","0","0","0","0","1","0","0","0","0","0","Mammalia","Rodentia","Muridae","Meriones",NA,57.55,NA,2482.85,5.62,NA,2366.51562512175,608.1480167
"605","Meriones persicus","Omnivore","Nocturnal","4","FALSE","0","0","1","1","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Meriones",NA,103.76,NA,2190.75,5.08,18,2189.97812487825,608.1480167
"606","Meriones tamariscinus","Herbivore","Nocturnal","6","TRUE","0","0","1","1","0","0","0","1","0","0","1","0","0","Mammalia","Rodentia","Muridae","Meriones",NA,120,NA,1488.39375,4.0825,NA,1488.39375,608.1480167
"607","Meriones tristrami","Herbivore","Nocturnal","3","FALSE","0","0","1","0","0","0","0","1","0","0","1","0","0","Mammalia","Rodentia","Muridae","Meriones",NA,108.31,97.24248,1701.45624987825,5.7025,NA,1320.98750012175,608.1480167
"608","Meriones vinogradovi","Herbivore","Nocturnal","3","FALSE","0","0","1","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Muridae","Meriones",NA,133.5,NA,1831.0833333,7.24,15.453,2428.9125,608.1480167
"609","Merops apiaster","Carnivore","Other","14","TRUE","1","1","1","1","1","0","0","0","0","0","1","0","0","Aves","Coraciiformes","Meropidae","Merops",NA,58.8,364.617,2556.75,5.85,NA,2159.845,2374.125
"610","Merops superciliosus","Carnivore","Other","30","TRUE","1","1","1","1","1","0","0","0","0","1","1","0","0","Aves","Coraciiformes","Meropidae","Merops",NA,44.075,NA,NA,4.25,NA,NA,2252.375
"611","Mertensiella caucasica",NA,NA,"2","FALSE","1","0","0","0","1","0","0","0","0","0","0","0","0","Amphibia","Caudata","Salamandridae","Mertensiella",133.3,9.8,1461,9496.5,NA,NA,NA,NA
"612","Mesalina brevirostris","Carnivore","Other","3","FALSE","0","0","1","0","0","0","0","1","0","1","0","0","0","Reptilia","Squamata","Lacertidae","Mesalina",NA,5.05824662003114,365.28,NA,3.70015892237533,5,NA,NA
"613","Mesocricetus auratus","Omnivore","Nocturnal","1","TRUE","0","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Mesocricetus",NA,101.8,49.485,3652.5,8.74,18,1424.475,787.9135
"614","Mesocricetus brandti","Omnivore","Nocturnal","4","TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Mesocricetus",NA,153.1,44.82143,2629.25,8.8,18,1424.475,501.24
"615","Mesocricetus newtoni","Omnivore","Nocturnal","5","TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Mesocricetus",NA,101.25,48,3652.5,8.69,18,1424.475,787.9135
"616","Mesocricetus raddei","Herbivore","Nocturnal","2","TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Mesocricetus",NA,105,48,3652.5,8.89,18,1260.1125,787.9135
"617","Micromys minutus","Omnivore","Nocturnal","12","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Muridae","Micromys",NA,6.99,37.935,1826.25,5.035,6.7,1643.625,502.66
"618","Microtus agrestis","Herbivore","Nocturnal","13","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,35.87,38.635,1478.25,4.535,NA,1205.325,465.9675
"619","Microtus anatolicus","Herbivore","Nocturnal","2","TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,38.58744302,NA,NA,NA,NA,NA,373.6238021
"620","Microtus arvalis","Herbivore","Other","5","TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,26.9,37.595,1423.5,5.045,11.366,1095.75,447.605
"621","Microtus bavaricus","Herbivore","Nocturnal","2","FALSE","1","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,23.94,NA,NA,NA,9.8,NA,373.6238021
"622","Microtus brachycercus","Herbivore","Nocturnal","7","TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,28.995,NA,NA,NA,NA,NA,373.6238021
"623","Microtus cabrerae","Herbivore","Nocturnal","3","TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,52.5,NA,NA,NA,NA,NA,373.6238021
"624","Microtus daghestanicus","Herbivore","Nocturnal","1","FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,26.08744302,NA,NA,NA,NA,NA,373.6238021
"625","Microtus dogramacii","Herbivore","Nocturnal","3","TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,38.58744302,NA,NA,NA,NA,NA,373.6238021
"626","Microtus duodecimcostatus","Herbivore","Nocturnal","5","TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,22.855,NA,1004.4375,2.515,NA,669.62499987825,373.6238021
"627","Microtus felteni","Herbivore","Nocturnal","2","FALSE","1","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,31.76244302,NA,NA,NA,NA,NA,373.6238021
"628","Microtus gerbei","Herbivore","Nocturnal","5","TRUE","1","0","0","1","0","1","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,23.445,NA,NA,NA,NA,NA,373.6238021
"629","Microtus gregalis","Herbivore","Nocturnal","7","TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,47.5,56.38,NA,8.48,NA,NA,373.6238021
"630","Microtus guentheri","Herbivore","Nocturnal","4","TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,49.99,75.355,1424.592,6.05,NA,1424.475,491.8841
"631","Microtus levis","Herbivore","Nocturnal","3","TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,31.195,47,1753.2,5.1,11.366,1095.75,373.6238021
"632","Microtus liechtensteini","Herbivore","Nocturnal","3","TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,23.2,NA,NA,3,NA,NA,373.6238021
"633","Microtus lusitanicus","Herbivore","Nocturnal","4","TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,24.82,39.27125,NA,2.0675,NA,NA,373.6238021
"634","Microtus majori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Rodentia","Cricetidae","Microtus",NA,NA,NA,NA,NA,NA,NA,NA
"635","Microtus middendorffi","Herbivore","Nocturnal","1","FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,37.83744302,56.6525,782.24375012175,5.6075,12.318,782.24375012175,373.6238021
"636","Microtus multiplex","Herbivore","Nocturnal","3","TRUE","1","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,23.165,NA,NA,3,NA,NA,373.6238021
"637","Microtus oeconomus","Herbivore","Nocturnal","6","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,33.74,40.79746,657.504,5.69,14.452,657.45,220.35
"638","Microtus savii","Herbivore","Nocturnal","8","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,20,NA,NA,NA,NA,NA,373.6238021
"639","Microtus schidlovskii","Herbivore","Nocturnal","3","TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,46.25861204,33.2398,365.25,5.235,NA,365.25,373.6238021
"640","Microtus socialis","Herbivore","Nocturnal","1","FALSE","0","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,48,33.2398,365.25,5.3725,NA,365.25,373.6238021
"641","Microtus subterraneus","Herbivore","Nocturnal","9","TRUE","1","0","1","1","1","1","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,18,100.52303,1034.87499987825,2.57,NA,1034.87499987825,373.6238021
"642","Microtus tatricus","Herbivore","Nocturnal","2","FALSE","1","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,40,NA,NA,2.91,NA,NA,373.6238021
"643","Microtus thomasi","Herbivore","Nocturnal","3","TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Cricetidae","Microtus",NA,24.335,NA,NA,4.32,NA,NA,373.6238021
"644","Milvus migrans","Carnivore","Other","80","TRUE","1","1","1","1","1","0","0","1","0","1","1","0","0","Aves","Accipitriformes","Accipitridae","Milvus",NA,734.1,1095,8766,2.5,56,8674.688,4212.391
"645","Milvus milvus","Carnivore","Other","10","TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Milvus",NA,1080,1048.418,13879.5,2,61,9496.5,4212.391
"646","Miniopterus fuliginosus","Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Chiroptera","Miniopteridae","Miniopterus",NA,10.876,NA,NA,NA,NA,NA,1995.6986
"647","Miniopterus schreibersii","Carnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Chiroptera","Miniopteridae","Miniopterus",NA,11.09925,682.33,5113.92,0.9925,6,5113.5,1995.6986
"648","Monticola saxatilis","Carnivore","Other","7","FALSE","0","1","1","1","0","1","0","0","0","0","0","0","0","Aves","Passeriformes","Muscicapidae","Monticola",NA,50,NA,NA,4.25,18,NA,1374.92
"649","Monticola solitarius",NA,"Other","10","FALSE","0","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Monticola",NA,53.65,NA,NA,4.37,21.75,NA,1374.92
"650","Montifringilla nivalis","Herbivore","Other","2","FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Aves","Passeriformes","Passeridae","Montifringilla",NA,36,NA,NA,4.5,NA,NA,1032.983
"651","Montivipera albizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Viperidae","Montivipera",NA,252.914899822307,NA,NA,NA,NA,NA,NA
"652","Montivipera bulgardaghica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Viperidae","Montivipera",NA,225.511960607622,NA,NA,NA,NA,NA,NA
"653","Montivipera raddei","Carnivore","Other","3","FALSE","1","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Viperidae","Montivipera",NA,687.068440014232,NA,3908.175,6.25,NA,3798.6,NA
"654","Montivipera wagneri",NA,NA,"1","FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Viperidae","Montivipera",NA,448.822694966566,NA,NA,11,NA,NA,NA
"655","Montivipera xanthina","Carnivore","Other","6","TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Montivipera",NA,666,NA,5990.1,8.5,NA,4839.5625,NA
"656","Morus bassanus","Carnivore","Other","19","FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Suliformes","Sulidae","Morus",NA,2999.12,1092.702,13666.56,1,NA,9253,7548.5
"657","Motacilla alba","Carnivore","Other","36","TRUE","0","0","0","1","1","0","0","1","0","1","1","0","0","Aves","Passeriformes","Motacillidae","Motacilla",NA,23.93,364.617,4991.75,5.25,NA,4474.312,1522.132
"658","Motacilla cinerea","Carnivore","Other","8","TRUE","0","0","0","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Motacillidae","Motacilla",NA,17.2,365,2922,4.98,NA,2922,1719.259
"659","Motacilla citreola","Carnivore","Other","16","TRUE","0","0","1","1","1","0","0","0","0","1","1","0","0","Aves","Passeriformes","Motacillidae","Motacilla",NA,19.225,NA,NA,4.5,NA,NA,1719.259
"660","Motacilla flava","Carnivore","Other","48","TRUE","0","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Motacillidae","Motacilla",NA,17.575,364.617,3226.619,5.2,NA,3220.288,1719.259
"661","Muhtarophis barani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Muhtarophis",NA,11.6206301470525,NA,NA,NA,NA,NA,NA
"662","Mus cypriacus","Omnivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Rodentia","Muridae","Mus",NA,21.29531976,NA,NA,NA,NA,NA,628.295
"663","Mus macedonicus","Omnivore","Nocturnal","6","TRUE","0","0","1","0","0","0","0","1","0","1","1","0","0","Mammalia","Rodentia","Muridae","Mus",NA,17.75,47.6775,2191.5,6.07,9.5,1826.25,628.295
"664","Mus musculus","Omnivore","Nocturnal","19","TRUE","0","0","1","1","1","0","0","0","0","1","1","0","0","Mammalia","Rodentia","Muridae","Mus",NA,19.3,56.19375,2191.5,5.805,9.5,1826.25,628.295
"665","Mus spicilegus","Herbivore","Nocturnal","3","TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Muridae","Mus",NA,16.95,78.4075,1734.5,6.38,8.4935,1461,628.295
"666","Mus spretus","Herbivore","Other","10","TRUE","1","1","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Muridae","Mus",NA,16.67,42.93,2191.5,5.4775,9.5,1461,628.295
"667","Muscardinus avellanarius","Omnivore","Other","1","FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Gliridae","Muscardinus",NA,27.5,343.3325,2191.5,4.3,8.3185,2191.5,874.73125
"668","Muscicapa striata","Carnivore","Other","12","TRUE","1","1","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Muscicapa",NA,16.825,364.617,4309.95,3.5,NA,4309.95,1060.719
"669","Mustela erminea","Carnivore","Other","14","TRUE","1","0","1","1","1","1","0","0","0","0","1","0","0","Mammalia","Carnivora","Mustelidae","Mustela",NA,119.38,161.54004,3248.8041667,6.7475,27.0325,4069.4937512175,1078.777858
"670","Mustela eversmanii","Carnivore","Nocturnal","4","FALSE","0","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Carnivora","Mustelidae","Mustela",NA,1329.88,321.44,4217.5,7.82,44.6475,4054.275,1222.385
"671","Mustela lutreola","Carnivore","Other","6","FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Carnivora","Mustelidae","Mustela",NA,503.22,337.355,3652.5,4.5,39.5385,3652.5,730
"672","Mustela nivalis","Carnivore","Nocturnal","2","TRUE","0","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Carnivora","Mustelidae","Mustela",NA,77.85,132.4975,4564.375,5.08125,26,3488.1375,1787.301975
"673","Mustela putorius","Carnivore","Nocturnal","14","TRUE","1","0","1","1","1","0","0","0","0","1","1","0","0","Mammalia","Carnivora","Mustelidae","Mustela",NA,915.37,312.3125,5113.5,8.08,40.946,4054.275,1652.464383
"674","Mustela sibirica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Carnivora","Mustelidae","Mustela",NA,NA,NA,NA,NA,NA,NA,NA
"675","Myodes glareolus","Omnivore","Nocturnal","6","FALSE","1","0","1","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Myodes",NA,20.765,50.205,1789.872,4.3025,10.919,1789.725,577.7512
"676","Myodes rufocanus","Herbivore","Nocturnal","8","FALSE","1","0","1","1","1","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Myodes",NA,31.965,85.89254,3344.728125,4.79,11.2,1214.45625,433.3599222
"677","Myodes rutilus","Herbivore","Nocturnal","4","FALSE","1","0","0","1","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Myodes",NA,22.47,121.744,NA,5.95,11.1535,NA,433.3599222
"678","Myomimus roachi","Herbivore","Nocturnal","3","TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Gliridae","Myomimus",NA,40.495,NA,NA,NA,NA,NA,879.124225
"679","Myomimus setzeri","Omnivore","Nocturnal","2","FALSE","1","1","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Gliridae","Myomimus",NA,40.87,NA,NA,NA,NA,NA,879.124225
"680","Myopus schisticolor","Herbivore","Nocturnal","3","FALSE","1","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Myopus",NA,26.4,27.16913,365.28,5.095,11,365.25,149.0393
"681","Myotis alcathoe","Carnivore","Nocturnal","1","FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,8.6685849055,NA,NA,NA,NA,NA,2106.628504
"682","Myotis bechsteinii","Carnivore","Nocturnal","7","FALSE","1","0","1","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,9.7275,NA,7670.25,1,5.3,7305,1825
"683","Myotis blythii","Carnivore","Nocturnal","11","TRUE","0","0","1","1","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,23.145,441.1825,9641.93125,0.99,7.5,8035.5,2555
"684","Myotis brandtii","Carnivore","Nocturnal","6","TRUE","1","0","0","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,6.15,NA,14970.125,NA,NA,14975.25,2106.628504
"685","Myotis capaccinii","Carnivore","Nocturnal","12","FALSE","0","0","1","0","1","0","1","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,8.15,416.84875,12053.25,0.995,7.2,8035.5,2190
"686","Myotis dasycneme","Carnivore","Nocturnal","15","TRUE","1","0","0","0","1","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,15,NA,7300,1,6.1,7305,1825
"687","Myotis daubentonii","Carnivore","Nocturnal","20","FALSE","1","0","1","0","1","1","1","0","1","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,8.065,505.76875,10227,1.21,4.77,10227,3298.5039
"688","Myotis davidii","Carnivore","Nocturnal","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,8.35905660366667,410.5,8766,1,5,4200.375,2106.628504
"689","Myotis emarginatus","Carnivore","Nocturnal","7","TRUE","0","0","1","1","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,7.66,429.65,7427.75,0.9925,5,6574.5,2542.7725
"690","Myotis myotis","Carnivore","Nocturnal","7","TRUE","1","0","1","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,25.59,438,8035.5,1.375,7.6,8035.5,2847
"691","Myotis mystacinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,NA,NA,NA,NA,NA,NA,NA
"692","Myotis nattereri","Carnivore","Nocturnal","15","TRUE","1","0","1","1","1","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,7.25,NA,6387.5,0.995,5,7305,2106.628504
"693","Myotis nipalensis","Carnivore","Nocturnal","15","FALSE","1","0","1","1","0","0","1","1","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,7.74,410.5,8766,1,5,4200.375,2106.628504
"694","Myotis punicus","Carnivore","Nocturnal","10","TRUE","1","0","1","1","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,9.597169811,461.455,12053.25,1,7.6,8035.5,2106.628504
"695","Myotis schaubi","Carnivore","Nocturnal","6","TRUE","1","0","1","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Myotis",NA,9.597169811,NA,NA,NA,NA,NA,2106.628504
"696","Myriopholis macrorhyncha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Leptotyphlopidae","Myriopholis",NA,4.37755936842784,NA,NA,3,NA,NA,NA
"697","Natrix maura","Carnivore","Other","16","TRUE","1","0","1","0","1","0","0","0","1","1","1","0","0","Reptilia","Squamata","Colubridae","Natrix",NA,135.8,1643.58,5332.65,11.5,NA,NA,NA
"698","Natrix natrix","Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Colubridae","Natrix",NA,113.7295279,1369.4375,7305,9.2,NA,5478.75,NA
"699","Natrix tessellata","Carnivore","Other","18","TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Reptilia","Squamata","Colubridae","Natrix",NA,283.791902844156,NA,3049.8375,15,NA,913.125,NA
"700","Neomys anomalus","Carnivore","Nocturnal","5","TRUE","0","0","0","0","1","0","0","0","0","0","1","0","0","Mammalia","Soricomorpha","Soricidae","Neomys",NA,14.595,119.78475,730.5,6.7075,8.1995,730.5,320.8195
"701","Neomys fodiens","Herbivore","Nocturnal","10","FALSE","1","0","0","1","1","0","0","0","0","1","1","0","0","Mammalia","Soricomorpha","Soricidae","Neomys",NA,15.13,226.55725,1113.25,5.95,8.897,1109.446875,576.8888
"702","Neomys teres","Carnivore","Nocturnal","2","FALSE","1","0","0","0","1","0","0","0","0","0","0","0","0","Mammalia","Soricomorpha","Soricidae","Neomys",NA,13.992,132.8945,1132.275,5.53,8.444,1095.75,448.85415
"703","Neophron percnopterus","Carnivore","Other","12","TRUE","0","1","1","1","1","1","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Neophron",NA,2039.333,1817.34,13514.25,2,60,13514.25,6483.188
"704","Netta rufina","Herbivore","Other","6","FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Aves","Anseriformes","Anatidae","Netta",NA,1096.5,365,3195.938,9,55.5,2702.85,2562.718
"705","Neurergus crocatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibia","Caudata","Salamandridae","Neurergus",NA,NA,NA,NA,NA,NA,NA,NA
"706","Neurergus strauchii",NA,NA,"1","FALSE","0","0","0","0","1","0","0","0","0","0","0","0","0","Amphibia","Caudata","Salamandridae","Neurergus",190,NA,NA,NA,NA,NA,NA,NA
"707","Nucifraga caryocatactes","Herbivore","Other","8","FALSE","1","0","0","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Corvidae","Nucifraga",NA,182.51,365,5917.05,3.5,33,5874.437,2721.445
"708","Numenius arquata",NA,"Other","16","TRUE","1","0","1","1","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Numenius",NA,802.99,729.234,11627.12,4,NA,11505.38,3810.9
"709","Numenius phaeopus","Carnivore","Other","21","TRUE","1","0","1","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Numenius",NA,376.0441,729.234,5880.525,4,NA,4565.625,3325.749
"710","Nyctalus azoreum","Carnivore","Nocturnal","3","TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Nyctalus",NA,21.85,NA,5844,1.5,6.4,4565.625,1825
"711","Nyctalus lasiopterus","Carnivore","Nocturnal","2","FALSE","1","0","1","0","0","0","0","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Nyctalus",NA,47.855,NA,NA,1.82,NA,NA,1677.175
"712","Nyctalus leisleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Chiroptera","Vespertilionidae","Nyctalus",NA,NA,NA,NA,NA,NA,NA,NA
"713","Nyctalus noctula","Carnivore","Nocturnal","4","TRUE","1","0","0","0","0","0","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Nyctalus",NA,28,425.48625,4383.36,1.2475,7.5,4383,1529.35
"714","Nycticorax nycticorax",NA,"Other","8","FALSE","1","0","0","0","1","0","0","0","0","1","0","0","0","Aves","Pelecaniformes","Ardeidae","Nycticorax",NA,800,365,7706.775,4,61.5,7700.687,3203.242
"715","Oceanodroma castro","Carnivore","Other","40","FALSE","0","0","0","0","0","1","0","0","1","1","0","0","0","Aves","Procellariiformes","Hydrobatidae","Oceanodroma",NA,43.65,1826,13149,1,NA,10957.5,6970.187
"716","Oceanodroma leucorhoa","Carnivore","Other","6","FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Procellariiformes","Hydrobatidae","Oceanodroma",NA,37.05952,1826,13149,1,NA,10942.28,4750.653
"717","Ochotona hyperborea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Lagomorpha","Ochotonidae","Ochotona",NA,NA,NA,NA,NA,NA,NA,NA
"718","Ochotona pusilla","Herbivore","Nocturnal","2","FALSE","0","0","1","1","0","0","0","0","0","0","0","0","0","Mammalia","Lagomorpha","Ochotonidae","Ochotona",NA,142.5,31.66368,1461,8.545,15.7,1461,479.56125
"719","Oenanthe chrysopygia","Carnivore","Other","9","TRUE","0","0","1","1","1","1","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",NA,22.7,NA,NA,4.95,NA,NA,1500.931
"720","Oenanthe cypriaca","Carnivore","Other","10","TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",NA,17.5,NA,NA,5.09,NA,NA,1500.931
"721","Oenanthe deserti","Carnivore","Other","16","TRUE","0","0","1","1","0","1","0","1","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",NA,19.85,NA,NA,4.5,NA,NA,1500.931
